LSOA11CD,Total_Airbnb_beds,Total_Airbnb_bedrooms,avg_Airbnb_PPB_day
E01003204,12,11,62.72727273
E01003205,13,11,51.81818182
E01003206,18,18,61.11111111
E01003207,58,43,58.37209302
E01003209,33,27,48.22222222
E01003210,41,33,45.51515152
E01003211,26,26,41.69230769
E01003212,56,49,47.18367347
E01003213,47,31,49.29032258
E01003214,24,19,53.31578947
E01003215,34,25,47.56
E01003216,3,4,45.5
E01003217,16,8,29.75
E01003218,9,8,24.375
E01003219,3,3,20.66666667
E01003220,22,16,31.9375
E01003221,9,8,30.5
E01003222,13,12,28.41666667
E01003223,7,7,31.42857143
E01003224,15,16,27.6875
E01003225,29,21,42.95238095
E01003226,22,19,38.52631579
E01003227,45,33,41.96969697
E01003228,10,10,31.2
E01003229,32,27,41
E01003230,31,24,37.95833333
E01003231,22,19,46.10526316
E01003232,43,34,44.08823529
E01003233,22,18,43.11111111
E01003235,17,11,50.09090909
E01003236,7,7,38.28571429
E01003237,5,5,27
E01003238,7,4,26.25
E01003239,4,4,60.25
E01003240,2,2,42
E01003241,1,1,30
E01003243,0,0,NA
E01003244,7,6,57.83333333
E01003245,26,20,51.3
E01003246,21,17,50.70588235
E01003247,31,29,48.03448276
E01003248,15,12,46.91666667
E01003249,6,6,36.66666667
E01003250,53,47,60.29787234
E01003251,21,19,68.63157895
E01003252,10,6,49.16666667
E01003253,16,16,48.4375
E01003254,28,24,56.33333333
E01003255,27,25,49.84
E01003256,19,13,48.92307692
E01003257,19,17,45
E01003258,14,12,36.16666667
E01003259,33,29,38.62068966
E01003260,56,45,48.86666667
E01003261,29,28,51.75
E01003262,4,3,50
E01003263,10,9,55.44444444
E01003264,7,4,55.25
E01003265,7,4,62.25
E01003266,4,2,55
E01003267,4,3,35.66666667
E01003268,8,7,41.28571429
E01003269,0,0,NA
E01003270,12,10,37.5
E01003271,0,0,NA
E01003272,31,30,38.9
E01003273,15,15,55.73333333
E01003274,27,22,42.13636364
E01003275,12,11,55.27272727
E01003276,40,39,36.79487179
E01003277,27,22,36.22727273
E01003278,30,24,49.04166667
E01003279,17,12,47.41666667
E01003280,14,8,42.375
E01003281,16,10,44.9
E01003282,35,27,44
E01003283,20,19,52.10526316
E01003284,28,26,42.92307692
E01003285,19,18,39.11111111
E01003286,9,8,35.5
E01003287,7,7,41
E01003288,32,23,42.82608696
E01003290,19,18,43.55555556
E01003291,12,12,35.66666667
E01003292,32,28,38.03571429
E01003293,22,21,34.38095238
E01003295,33,19,33.36842105
E01003296,67,56,74.14285714
E01003297,20,16,43.1875
E01003298,22,17,47.52941176
E01003299,19,20,37.3
E01003300,4,3,68.33333333
E01003301,21,20,45.15
E01003302,16,14,44.57142857
E01003303,39,37,47
E01003304,48,43,52.13953488
E01003305,34,29,48.79310345
E01003307,14,9,33.66666667
E01003308,19,18,50.66666667
E01003309,18,14,36.71428571
E01003310,19,17,43.29411765
E01003311,12,10,26.1
E01003312,12,10,49.5
E01003313,13,13,38.46153846
E01003314,6,6,47.33333333
E01003315,9,8,49
E01003316,13,12,29
E01003317,47,39,39.07692308
E01003318,118,64,42.4375
E01003319,23,13,32.23076923
E01003320,14,15,26.13333333
E01003321,11,8,33.5
E01003322,8,5,33
E01003323,11,10,38.4
E01003324,3,2,55
E01003325,14,11,51
E01003326,15,12,47.08333333
E01003327,13,11,41.18181818
E01003328,21,17,35.64705882
E01003329,13,11,33.09090909
E01003330,15,10,27.8
E01003331,21,17,44.64705882
E01003332,26,24,34.5
E01003333,8,7,34.85714286
E01003334,15,14,35.78571429
E01003335,14,12,44.58333333
E01003336,21,19,39.57894737
E01003337,5,4,48.5
E01003338,25,24,58.29166667
E01003339,30,27,38.92592593
E01003340,36,34,41.47058824
E01003341,56,46,50.73913043
E01003342,21,18,67.11111111
E01003343,34,29,51.72413793
E01003344,57,46,47.7173913
E01003345,47,32,56.59375
E01003346,11,7,84
E01003347,8,6,12.83333333
E01003348,7,4,28.75
E01003349,1,1,25
E01003350,0,0,NA
E01003351,3,2,37.5
E01003352,6,5,31.2
E01003353,2,2,32
E01003354,4,3,50.33333333
E01003355,30,24,70.5
E01003356,20,16,66.3125
E01003357,17,16,53.625
E01003358,45,39,63.92307692
E01003359,11,11,80.45454545
E01003360,53,47,56.44680851
E01003361,17,18,37.55555556
E01003362,4,3,49.33333333
E01003363,12,9,86.11111111
E01003364,7,8,36.125
E01003365,10,6,39
E01003366,7,6,58.33333333
E01003367,52,47,52.85106383
E01003368,3,3,31.33333333
E01003369,22,19,58.57894737
E01003370,27,28,34.25
E01003371,19,16,55.375
E01003372,4,4,38.25
E01003373,1,1,37
E01003374,2,2,49.5
E01003375,11,8,44.125
E01003376,1,1,500
E01003377,0,0,NA
E01003378,14,12,47.41666667
E01003379,7,7,27.14285714
E01003380,37,33,49.24242424
E01003381,26,22,55.95454545
E01003382,23,17,53.35294118
E01003383,53,50,78.6
E01003384,28,28,63.42857143
E01003385,23,20,61.7
E01003386,5,5,41.8
E01003387,8,6,37.83333333
E01003388,6,2,70
E01003389,1,1,45
E01003390,2,1,35
E01003391,0,0,NA
E01003392,8,7,28.42857143
E01003393,18,14,50.42857143
E01003394,16,18,37.05555556
E01003395,2,2,26
E01003396,6,6,38
E01003397,25,15,59.4
E01003398,14,7,42.71428571
E01003399,30,18,52.33333333
E01003400,28,26,81.26923077
E01003401,35,30,87.76666667
E01003402,38,30,80.96666667
E01003403,61,52,71.25
E01003404,35,30,82.16666667
E01003405,10,9,33.22222222
E01003406,8,7,31.28571429
E01003407,13,10,45.7
E01003408,26,24,43.75
E01003409,7,6,33.66666667
E01003410,9,7,55
E01003411,16,13,38.23076923
E01003412,5,5,33.4
E01003413,13,14,43.35714286
E01003414,0,0,NA
E01003415,4,4,29.75
E01003416,3,3,39.66666667
E01003417,3,3,36.33333333
E01003418,0,0,NA
E01003419,3,3,31.66666667
E01003420,4,4,52.5
E01003421,17,14,36.85714286
E01003422,9,8,42.875
E01003423,32,26,50
E01003424,15,14,54.42857143
E01003425,23,20,44.75
E01003426,11,8,28.625
E01003427,11,8,49.875
E01003428,18,12,71.5
E01003429,4,4,22.75
E01003430,4,3,35.66666667
E01003431,1,0,Inf
E01003432,0,1,21
E01003433,7,8,40
E01003434,0,0,NA
E01003435,6,3,37.66666667
E01003436,6,5,41.4
E01003437,15,12,69.83333333
E01003438,0,0,NA
E01003439,2,2,27.5
E01003440,24,15,32.4
E01003441,4,4,42.5
E01003442,27,25,76.28
E01003443,19,14,83.14285714
E01003444,20,21,55.76190476
E01003445,14,13,65.30769231
E01003446,29,24,67.04166667
E01003447,19,15,45.6
E01003448,9,7,16.57142857
E01003449,13,11,34.63636364
E01003450,4,4,11
E01003451,2,2,54.5
E01003452,3,2,77.5
E01003453,9,6,39.33333333
E01003454,24,20,70.85
E01003455,37,29,57.31034483
E01003456,37,33,56.87878788
E01003457,27,26,55.76923077
E01003458,46,37,51.35135135
E01003459,12,12,127.5
E01003460,98,90,84.05555556
E01003461,58,49,87.02040816
E01003462,33,30,78.43333333
E01003463,20,16,81.0625
E01003464,35,32,94.21875
E01003465,36,30,102.3
E01003466,10,10,45
E01003467,6,4,111.25
E01003468,4,4,31.25
E01003469,10,10,35.9
E01003470,5,4,48
E01003471,11,12,47.83333333
E01003472,34,28,62.67857143
E01003473,59,45,74.22222222
E01003474,43,38,109.2631579
E01003475,47,37,55.43243243
E01003476,17,18,69.88888889
E01003477,26,22,55.45454545
E01003478,77,56,68.08928571
E01003479,12,8,41.125
E01003480,9,9,67.22222222
E01003481,11,11,38.81818182
E01003482,47,41,45.56097561
E01003483,13,10,47.7
E01003484,4,3,45.66666667
E01003485,8,6,34
E01003486,0,0,NA
E01003487,4,2,113
E01003488,7,6,36.16666667
E01003489,9,5,28.8
E01003490,2,2,72.5
E01003491,86,24,27.83333333
E01003492,1,1,62
E01003493,2,2,63.5
E01003494,0,0,NA
E01003495,3,3,41.66666667
E01003496,7,7,39.85714286
E01003497,38,32,45.875
E01003498,13,11,40.45454545
E01003499,16,10,89.7
E01003500,34,30,43.16666667
E01003501,9,9,34.55555556
E01003502,31,21,58.52380952
E01003503,49,42,61.47619048
E01003506,50,35,93.05714286
E01003507,37,19,51.94736842
E01003508,19,19,41.10526316
E01003509,8,7,36.14285714
E01003511,15,13,44.23076923
E01003512,18,14,62.35714286
E01003513,11,12,35.08333333
E01003514,7,7,65.14285714
E01003515,30,24,67.91666667
E01003516,12,10,39.8
E01003517,22,18,50.11111111
E01003518,8,7,57
E01003519,11,11,41.45454545
E01003520,4,4,21.75
E01003521,1,1,15
E01003522,2,2,28.5
E01003523,4,4,27.75
E01003524,2,2,71
E01003525,5,2,146
E01003526,3,4,33.75
E01003527,4,4,33.75
E01003528,0,0,NA
E01003529,2,2,25.5
E01003530,1,2,115
E01003531,5,5,57.2
E01003532,3,3,24.66666667
E01003533,4,3,49.33333333
E01003534,10,6,40.33333333
E01003535,0,0,NA
E01003536,0,0,NA
E01003537,11,7,48.57142857
E01003538,10,8,34.5
E01003539,8,6,78
E01003540,2,2,33.5
E01003541,35,30,39.6
E01003542,4,3,22.33333333
E01003543,14,11,31.09090909
E01003544,10,9,33.44444444
E01003545,11,10,43.7
E01003546,25,24,31.54166667
E01003547,12,10,34.3
E01003548,78,60,37.08333333
E01003549,18,17,49.17647059
E01003550,11,10,41.5
E01003551,8,7,34.85714286
E01003552,12,7,38.42857143
E01003553,14,15,39.66666667
E01003554,2,2,60
E01003555,9,7,40.14285714
E01003556,13,12,31.58333333
E01003557,16,14,39.92857143
E01003558,13,11,31.63636364
E01003559,23,23,47.65217391
E01003560,0,1,35
E01003561,12,12,41.41666667
E01003562,5,4,54.5
E01003563,5,5,27.6
E01003564,11,9,45.44444444
E01003565,8,10,18.2
E01003566,1,1,45
E01003567,1,2,34.5
E01003568,6,5,36.8
E01003569,19,16,26.0625
E01003570,10,10,34.6
E01003571,3,3,29.33333333
E01003572,3,3,23.33333333
E01003573,3,3,32.66666667
E01003574,13,12,35.41666667
E01003575,8,8,30.875
E01003576,4,3,49.33333333
E01003577,3,3,44.66666667
E01003578,4,4,133.75
E01003579,7,7,30
E01003580,9,9,24.11111111
E01003581,0,0,NA
E01003582,0,0,NA
E01003583,1,1,26
E01003584,16,15,44.8
E01003585,12,9,21.77777778
E01003586,15,13,34.92307692
E01003587,10,9,27.33333333
E01003588,4,5,44
E01003589,9,6,38
E01003590,10,9,25.11111111
E01003591,15,12,38.75
E01003592,10,6,50.66666667
E01003593,11,7,48.28571429
E01003594,7,4,45.25
E01003595,9,5,49
E01003596,11,8,33.75
E01003597,13,8,36.25
E01003598,3,3,34
E01003599,70,28,28.92857143
E01003600,6,5,37
E01003601,9,9,49.44444444
E01003602,16,11,59.36363636
E01003603,4,3,20.66666667
E01003604,13,12,43.58333333
E01003605,0,0,NA
E01003606,16,10,31.8
E01003607,17,17,59.29411765
E01003608,6,5,38
E01003609,146,114,78.18421053
E01003611,8,8,59.375
E01003615,28,23,38.65217391
E01003616,46,32,46.8125
E01003617,43,38,62.26315789
E01003618,34,29,47.82758621
E01003619,33,31,56.74193548
E01003621,0,0,NA
E01003622,1,1,30
E01003623,0,0,NA
E01003624,3,2,40
E01003625,0,0,NA
E01003626,1,1,100
E01003627,2,2,42.5
E01003628,1,1,50
E01003629,2,2,45
E01003630,2,3,31.33333333
E01003631,8,8,30.625
E01003632,21,17,27.17647059
E01003633,9,8,52.75
E01003634,37,32,63.1875
E01003635,30,25,45
E01003636,28,24,38.75
E01003637,15,14,41.5
E01003638,6,6,29.83333333
E01003639,1,1,30
E01003640,4,3,32.33333333
E01003641,6,6,23
E01003642,2,2,22.5
E01003643,15,6,59.16666667
E01003644,0,0,NA
E01003645,19,14,28.64285714
E01003646,5,4,25.25
E01003647,6,5,40
E01003648,2,1,50
E01003649,2,4,25
E01003650,6,3,28.66666667
E01003651,2,1,25
E01003652,0,0,NA
E01003653,1,0,Inf
E01003654,0,0,NA
E01003655,7,6,93.5
E01003656,18,4,32.75
E01003657,3,3,51
E01003658,7,5,70.2
E01003659,3,4,33
E01003660,6,5,42.4
E01003661,6,5,33
E01003662,5,5,31.8
E01003663,10,6,42.83333333
E01003664,1,1,30
E01003665,7,5,37.4
E01003666,7,6,43.5
E01003668,17,13,52
E01003669,3,3,45
E01003670,6,5,106
E01003671,4,3,73.33333333
E01003672,7,9,39.66666667
E01003673,2,2,65
E01003674,3,3,24.66666667
E01003675,12,11,36.36363636
E01003676,7,5,29.8
E01003677,5,5,38.6
E01003678,0,0,NA
E01003679,19,6,20.83333333
E01003680,13,6,30.5
E01003681,10,8,35
E01003682,1,2,35
E01003683,3,3,24.66666667
E01003684,3,3,19.66666667
E01003685,1,1,21
E01003686,0,0,NA
E01003688,5,4,49.25
E01003689,6,6,41.66666667
E01003690,14,11,48.54545455
E01003691,1,1,100
E01003692,26,15,36.6
E01003693,8,5,35.4
E01003694,8,5,29
E01003695,0,0,NA
E01003696,3,2,24.5
E01003697,10,6,38
E01003698,1,1,65
E01003699,2,2,22
E01003700,1,5,8
E01003701,4,4,46
E01003702,3,3,45
E01003703,14,9,86.77777778
E01003704,1,1,52
E01003705,7,6,68.5
E01003706,3,3,26.33333333
E01003707,9,6,12.5
E01003708,3,3,21.66666667
E01003709,0,0,NA
E01003710,2,2,36
E01003711,2,2,33
E01003712,0,0,NA
E01003713,1,1,30
E01003714,5,3,84
E01003715,0,0,NA
E01003716,2,2,35
E01003718,3,4,32.25
E01003719,8,7,62.57142857
E01003720,6,2,44.5
E01003721,3,3,35
E01003722,3,3,43
E01003723,1,1,45
E01003724,4,3,30.66666667
E01003725,5,5,60
E01003726,5,2,75
E01003727,3,4,23.5
E01003728,9,6,48
E01003729,5,5,62
E01003730,1,1,25
E01003731,4,4,61
E01003732,3,2,16
E01003733,3,3,84.33333333
E01003734,0,0,NA
E01003735,3,4,37.5
E01003736,3,3,30.33333333
E01003737,4,4,49.25
E01003738,0,0,NA
E01003739,2,2,42.5
E01003740,11,8,35.75
E01003741,9,6,31.5
E01003742,0,0,NA
E01003743,4,4,23.25
E01003744,3,3,89.66666667
E01003745,5,5,36.8
E01003746,4,4,50
E01003747,7,7,34
E01003748,0,0,NA
E01003749,12,10,39.9
E01003750,7,6,28.16666667
E01003751,0,0,NA
E01003752,2,5,12
E01003753,7,6,61.83333333
E01003754,3,1,193
E01003755,2,2,237.5
E01003756,1,1,15
E01003757,2,2,28
E01003758,4,3,46.66666667
E01003759,31,16,40.3125
E01003760,13,6,38.33333333
E01003761,1,1,60
E01003762,11,10,44
E01003763,5,3,48
E01003764,23,13,47.61538462
E01003765,10,9,57.77777778
E01003766,3,2,97.5
E01003767,18,13,84.23076923
E01003768,2,1,28
E01003769,5,2,103
E01003770,3,4,48.5
E01003771,6,3,83.66666667
E01003772,5,4,46.5
E01003773,3,3,21.66666667
E01003774,10,10,38.9
E01003775,15,14,52.92857143
E01003776,24,20,59.1
E01003777,11,9,49.44444444
E01003778,23,19,53.84210526
E01003779,6,5,26.6
E01003780,19,15,38.13333333
E01003781,16,9,48.22222222
E01003782,0,1,50
E01003783,7,7,45
E01003784,3,3,14.66666667
E01003785,23,15,55.86666667
E01003786,8,5,36.4
E01003787,1,1,60
E01003788,23,15,71.13333333
E01003789,11,8,51.25
E01003790,9,5,39.4
E01003791,16,16,37.125
E01003792,27,17,39.64705882
E01003793,20,18,37.38888889
E01003794,0,0,NA
E01003795,1,1,45
E01003796,28,21,50.23809524
E01003797,25,23,73.60869565
E01003798,44,33,67.39393939
E01003799,24,21,71.71428571
E01003800,26,23,46.52173913
E01003801,30,26,78.30769231
E01003802,8,12,94.08333333
E01003803,15,14,86.57142857
E01003804,19,16,49.6875
E01003805,44,36,103.75
E01003806,29,26,49.69230769
E01003807,29,25,52.04
E01003808,11,10,46.6
E01003809,36,29,58.65517241
E01003810,7,6,71
E01003811,11,11,55.45454545
E01003812,7,5,61.2
E01003813,12,11,44
E01003814,10,8,62.875
E01003815,14,8,56
E01003816,18,16,86.0625
E01003817,48,44,44.75
E01003818,14,14,48.57142857
E01003819,7,6,52
E01003820,20,15,48.86666667
E01003821,15,13,93.38461538
E01003822,8,6,37.66666667
E01003823,38,30,98.93333333
E01003824,6,5,41
E01003825,10,8,38.875
E01003826,1,1,70
E01003827,27,21,55.04761905
E01003828,4,3,55
E01003829,13,13,43.46153846
E01003830,18,13,50.38461538
E01003831,0,0,NA
E01003832,6,6,41.33333333
E01003833,1,1,28
E01003834,19,18,55.22222222
E01003835,11,9,58.55555556
E01003836,7,7,67.14285714
E01003837,11,10,43
E01003838,8,4,96.75
E01003839,20,18,63.11111111
E01003840,13,12,48.33333333
E01003841,0,0,NA
E01003842,23,17,54.76470588
E01003843,8,5,53.4
E01003844,9,8,58.25
E01003845,10,7,32.57142857
E01003846,53,43,81.88372093
E01003847,86,81,77.43209877
E01003848,22,16,94.0625
E01003849,29,24,72.66666667
E01003851,42,33,58.12121212
E01003852,36,31,68.12903226
E01003853,12,10,83.8
E01003854,40,33,62.66666667
E01003855,25,23,60.2173913
E01003856,44,35,73.02857143
E01003857,33,28,46.07142857
E01003858,12,11,52
E01003859,14,11,58.54545455
E01003860,49,40,72.05
E01003861,35,31,66.4516129
E01003862,19,17,67.11764706
E01003863,21,20,52.7
E01003864,30,26,62.19230769
E01003865,22,17,58.70588235
E01003866,40,29,91.27586207
E01003867,34,31,82.29032258
E01003868,30,25,72.92
E01003869,24,21,78.80952381
E01003870,39,37,76.54054054
E01003871,11,11,95.27272727
E01003872,13,11,85.90909091
E01003873,46,35,74.37142857
E01003874,12,14,65.85714286
E01003875,12,11,62.54545455
E01003876,60,47,76
E01003877,14,13,68.15384615
E01003878,4,3,81.66666667
E01003879,30,22,77.40909091
E01003880,3,2,110
E01003881,9,9,41.44444444
E01003882,28,25,55.84
E01003883,28,24,79.29166667
E01003884,14,13,84.07692308
E01003885,10,7,92.85714286
E01003886,12,10,48.4
E01003887,5,5,38.8
E01003888,20,18,59.5
E01003889,16,14,89.07142857
E01003890,3,3,46.66666667
E01003891,8,5,85
E01003892,22,15,69.46666667
E01003893,41,29,78.5862069
E01003894,12,8,75.625
E01003895,16,12,68.91666667
E01003896,12,10,77.9
E01003897,32,26,68.19230769
E01003898,24,19,52.57894737
E01003899,8,8,29.875
E01003900,9,7,48.14285714
E01003901,19,12,72.58333333
E01003902,1,1,32
E01003903,5,5,57.4
E01003904,17,13,55.92307692
E01003905,5,5,60
E01003906,19,16,63.375
E01003907,13,11,46.18181818
E01003908,19,16,69.5625
E01003909,3,4,54
E01003910,7,9,41.66666667
E01003911,24,23,46.52173913
E01003912,9,7,53.71428571
E01003913,29,22,46.63636364
E01003914,69,54,50.59259259
E01003915,22,19,52.10526316
E01003916,53,42,53.69047619
E01003917,20,16,43.125
E01003918,23,18,63.38888889
E01003919,46,40,52.425
E01003920,10,10,45.3
E01003921,26,25,58
E01003922,36,33,50.24242424
E01003923,72,52,57.57692308
E01003924,44,30,66.26666667
E01003925,35,29,56.51724138
E01003926,28,20,50.6
E01003927,212,162,92.09259259
E01003929,172,119,105.0252101
E01003930,51,47,76.59574468
E01003932,150,102,80.16666667
E01003933,169,132,81.87878788
E01003934,54,40,122.775
E01003935,40,31,97.96774194
E01003936,58,35,59.77142857
E01003937,53,45,62.77777778
E01003938,44,33,72.15151515
E01003939,70,56,97.23214286
E01003940,47,37,71.62162162
E01003941,58,46,86.36956522
E01003942,98,50,60.14
E01003943,31,26,56.57692308
E01003945,35,30,40.96666667
E01003946,45,39,59.41025641
E01003947,5,5,29.8
E01003948,25,20,44.45
E01003949,26,24,51.08333333
E01003950,40,35,52.94285714
E01003951,9,9,25.33333333
E01003952,37,31,55.70967742
E01003953,24,22,61.27272727
E01003954,19,18,52.11111111
E01003955,31,30,52.23333333
E01003956,31,30,46.13333333
E01003957,16,15,51.46666667
E01003958,26,23,56.30434783
E01003960,72,64,63.578125
E01003961,51,39,52.71794872
E01003963,16,15,55.33333333
E01003964,57,50,58.8
E01003966,45,35,59.25714286
E01003967,0,0,NA
E01003968,0,0,NA
E01003969,87,77,72.22077922
E01003970,2,2,60
E01003971,3,2,60
E01003972,23,23,69.30434783
E01003973,48,37,60.7027027
E01003974,0,0,NA
E01003975,59,44,93.18181818
E01003976,62,56,66.05357143
E01003977,26,21,61.80952381
E01003978,90,74,82.22972973
E01003979,63,45,83.68888889
E01003980,51,45,55.15555556
E01003981,145,123,98.70731707
E01003983,27,22,40.90909091
E01003984,28,27,59.22222222
E01003986,20,17,56.05882353
E01003987,19,15,54.4
E01003988,23,20,49.6
E01003989,37,34,42.94117647
E01003990,13,11,36.18181818
E01003991,51,29,49.34482759
E01003992,24,24,48.95833333
E01003993,24,23,78
E01003994,59,45,64.4
E01003995,28,23,56
E01003997,30,22,73.5
E01003998,49,40,58.725
E01003999,32,27,85.40740741
E01004000,39,31,51.58064516
E01004001,12,10,44.8
E01004002,44,42,34.26190476
E01004003,10,10,46.7
E01004004,34,31,42.22580645
E01004005,53,39,52.82051282
E01004006,41,36,47.02777778
E01004007,23,20,42.05
E01004008,26,22,44.72727273
E01004010,30,25,47.28
E01004011,12,9,47.77777778
E01004012,34,25,46.36
E01004013,16,9,58.44444444
E01004014,15,13,64
E01004015,41,33,52.60606061
E01004016,41,33,39.84848485
E01004017,25,22,50.27272727
E01004018,49,42,57.88095238
E01004019,45,36,45.86111111
E01004020,30,27,46.55555556
E01004021,28,26,43.38461538
E01004022,78,71,55.22535211
E01004023,49,46,49.45652174
E01004024,32,26,52.42307692
E01004027,228,179,96.55865922
E01004028,113,93,63.72043011
E01004029,45,41,50.6097561
E01004030,27,24,61.58333333
E01004031,59,49,69.42857143
E01004032,37,35,51.45714286
E01004033,68,57,68.92982456
E01004034,12,12,59.58333333
E01004035,21,20,48.7
E01004036,49,43,60.3255814
E01004037,23,15,59.4
E01004038,65,48,84.5
E01004039,41,32,52.71875
E01004040,22,18,66.27777778
E01004041,17,13,78.38461538
E01004042,55,40,50.375
E01004043,43,29,66.20689655
E01004044,32,29,66.27586207
E01004045,12,11,50.81818182
E01004046,62,50,53.06
E01004047,13,12,47.5
E01004048,42,38,46.28947368
E01004049,8,8,49.625
E01004050,49,42,51.28571429
E01004051,20,20,37.2
E01004052,39,34,54.02941176
E01004053,27,25,46.56
E01004054,23,21,61.52380952
E01004055,37,33,56.3030303
E01004056,25,25,56.68
E01004057,56,49,61.18367347
E01004058,20,18,49.61111111
E01004059,119,101,55.2970297
E01004060,53,44,77.34090909
E01004061,65,53,58
E01004062,22,18,50.5
E01004063,58,48,52.85416667
E01004064,17,16,93.75
E01004065,31,25,49.96
E01004066,33,25,58.72
E01004067,43,39,54.84615385
E01004068,34,31,39.77419355
E01004069,32,28,44.21428571
E01004070,16,15,51.66666667
E01004071,22,22,50.22727273
E01004072,60,56,55.16071429
E01004073,11,9,50.55555556
E01004074,54,49,57.81632653
E01004075,17,13,68.53846154
E01004076,9,7,57
E01004077,5,4,48
E01004078,9,5,32
E01004079,1,1,30
E01004080,5,3,32.33333333
E01004081,2,2,41
E01004082,6,4,52.5
E01004083,0,0,NA
E01004084,0,0,NA
E01004085,2,1,72
E01004086,4,3,41.66666667
E01004087,0,0,NA
E01004088,0,0,NA
E01004089,1,1,20
E01004090,2,2,40
E01004091,0,0,NA
E01004092,2,2,50
E01004093,5,5,35
E01004094,6,3,33.33333333
E01004095,2,1,60
E01004096,3,3,34.66666667
E01004097,2,2,70
E01004098,5,3,20
E01004099,10,7,39.14285714
E01004100,0,0,NA
E01004101,0,0,NA
E01004102,4,3,81.66666667
E01004103,4,4,26.25
E01004104,2,2,25
E01004105,5,2,59.5
E01004106,7,7,48.14285714
E01004107,4,4,32.5
E01004108,2,1,60
E01004109,0,0,NA
E01004110,3,4,62.5
E01004111,4,4,51.25
E01004112,5,5,35.6
E01004114,1,1,38
E01004115,3,3,24
E01004116,2,2,41
E01004117,0,0,NA
E01004118,0,0,NA
E01004119,0,0,NA
E01004120,0,0,NA
E01004121,3,3,25
E01004122,5,6,20.66666667
E01004123,9,9,27.77777778
E01004124,6,6,26
E01004125,1,1,25
E01004126,0,0,NA
E01004127,1,1,22
E01004128,14,8,46.625
E01004129,1,0,Inf
E01004130,0,0,NA
E01004131,1,1,34
E01004132,2,1,65
E01004133,0,0,NA
E01004134,0,3,31.66666667
E01004135,0,0,NA
E01004136,0,1,55
E01004137,4,4,75
E01004138,2,3,28.33333333
E01004139,2,2,31
E01004140,2,2,38
E01004141,1,1,25
E01004142,6,6,53.5
E01004143,2,2,42.5
E01004144,7,6,33.16666667
E01004145,6,4,36
E01004146,7,8,36.75
E01004147,1,1,20
E01004148,4,4,34
E01004149,5,4,27
E01004150,2,2,37.5
E01004151,0,0,NA
E01004152,5,5,48
E01004153,3,3,38.33333333
E01004154,4,4,55
E01004155,0,0,NA
E01004156,3,1,80
E01004157,0,0,NA
E01004158,1,1,100
E01004159,8,5,43.2
E01004160,14,10,35.7
E01004161,7,6,56.66666667
E01004162,8,6,42.5
E01004163,4,4,38.25
E01004164,5,4,77.5
E01004165,1,1,31
E01004166,5,4,41.25
E01004167,8,5,33.2
E01004168,2,2,23
E01004169,4,3,33
E01004170,6,4,41.25
E01004171,2,2,40
E01004172,2,2,72.5
E01004173,0,0,NA
E01004174,3,2,92.5
E01004175,0,0,NA
E01004176,0,0,NA
E01004177,7,3,26
E01004178,1,1,55
E01004179,2,2,52
E01004180,13,13,25.07692308
E01004181,1,1,32
E01004182,0,0,NA
E01004183,1,1,20
E01004184,0,0,NA
E01004185,0,0,NA
E01004186,5,4,23.75
E01004187,7,6,17.5
E01004188,14,11,41.18181818
E01004189,2,1,80
E01004190,7,6,14.66666667
E01004191,3,3,26
E01004192,15,13,40
E01004193,5,4,41.25
E01004194,2,2,63.5
E01004195,6,4,53
E01004196,4,3,40
E01004197,123,107,51.51401869
E01004198,50,47,65.68085106
E01004199,67,54,60.2037037
E01004200,67,64,57.140625
E01004201,43,39,50.69230769
E01004202,118,108,62.38888889
E01004203,122,102,58.18627451
E01004204,95,77,74.71428571
E01004205,49,38,63.97368421
E01004206,43,34,41.26470588
E01004207,54,46,52.80434783
E01004208,128,103,64.7184466
E01004209,46,38,45.60526316
E01004211,95,81,58.79012346
E01004212,58,50,47.88
E01004214,10,8,104.625
E01004215,125,105,62.2952381
E01004216,14,14,45.42857143
E01004217,77,65,55.63076923
E01004218,25,14,81.64285714
E01004219,48,41,75.31707317
E01004221,24,17,64.17647059
E01004222,53,44,52.31818182
E01004223,78,68,52.17647059
E01004224,150,113,70.11504425
E01004225,50,52,51.57692308
E01004226,50,47,53.42553191
E01004228,33,29,53.03448276
E01004229,14,14,52.71428571
E01004230,52,47,54.44680851
E01004231,20,17,45.64705882
E01004232,67,57,68.61403509
E01004233,56,59,57.23728814
E01004234,124,113,55.74336283
E01004235,8,7,54.57142857
E01004236,21,18,54
E01004237,24,26,44.42307692
E01004238,89,70,58.2
E01004239,41,35,53.6
E01004240,28,26,43.96153846
E01004241,27,20,59.9
E01004242,67,57,63.05263158
E01004243,18,18,62.55555556
E01004244,31,25,73.24
E01004245,25,18,61.77777778
E01004246,45,46,69.34782609
E01004247,21,19,50.73684211
E01004248,9,8,45
E01004249,8,12,71.25
E01004250,34,27,51.48148148
E01004251,55,50,57
E01004252,59,54,49.81481481
E01004253,47,36,61.27777778
E01004254,64,51,67.82352941
E01004255,36,32,63.71875
E01004256,32,33,39.93939394
E01004257,33,31,53.48387097
E01004258,35,30,71.63333333
E01004259,113,88,52.55681818
E01004260,55,50,66.34
E01004261,42,34,47.20588235
E01004262,41,32,54.71875
E01004263,27,22,77.68181818
E01004264,31,23,51.73913043
E01004266,43,38,59.23684211
E01004267,40,39,57.71794872
