LSOA11CD,Total_Airbnb_beds,Total_Airbnb_bedrooms,avg_Airbnb_PPB_day
E01001078,1,1,26
E01001079,0,0,NA
E01001080,0,0,NA
E01001081,0,0,NA
E01001082,0,0,NA
E01001083,22,19,49.52631579
E01001084,19,17,28.41176471
E01001085,7,8,38.75
E01001086,4,4,43.5
E01001087,9,8,47
E01001088,3,2,34.5
E01001089,13,12,35
E01001090,16,13,36.84615385
E01001091,4,6,20.5
E01001092,5,4,35
E01001093,11,11,32.27272727
E01001094,16,11,36.36363636
E01001095,3,1,115
E01001096,0,0,NA
E01001097,9,8,54.875
E01001098,4,4,37
E01001099,3,3,54.66666667
E01001100,2,2,50
E01001101,0,0,NA
E01001102,8,4,73.25
E01001103,0,0,NA
E01001104,2,2,22
E01001105,0,0,NA
E01001106,1,1,40
E01001107,9,4,45.75
E01001108,0,0,NA
E01001109,13,13,36.15384615
E01001110,26,24,49.91666667
E01001111,14,12,31.66666667
E01001112,18,16,41.9375
E01001113,7,6,48.5
E01001114,5,5,36.2
E01001115,4,4,25
E01001116,4,4,35.5
E01001117,5,5,40.8
E01001118,4,4,26.5
E01001119,0,0,NA
E01001120,2,1,65
E01001121,0,0,NA
E01001122,7,5,21.4
E01001123,0,0,NA
E01001124,0,0,NA
E01001125,1,1,45
E01001126,0,0,NA
E01001127,3,3,41.66666667
E01001128,2,3,25.66666667
E01001129,0,0,NA
E01001130,0,0,NA
E01001131,2,2,25
E01001132,6,5,33.8
E01001133,3,3,35
E01001134,2,1,35
E01001135,6,6,31.33333333
E01001136,14,8,57.75
E01001137,14,12,53.08333333
E01001138,9,7,33.57142857
E01001139,7,7,40.28571429
E01001140,2,1,80
E01001141,4,4,40.25
E01001142,12,9,46
E01001143,10,9,41.77777778
E01001144,9,7,46
E01001145,3,3,48.66666667
E01001146,6,6,30.33333333
E01001147,7,9,21.44444444
E01001148,6,6,35
E01001149,2,3,27.66666667
E01001150,12,9,51.11111111
E01001151,3,3,27.66666667
E01001152,13,11,31.45454545
E01001153,9,8,21
E01001154,5,5,36.6
E01001155,7,6,26.83333333
E01001156,9,8,36.875
E01001157,9,6,30.5
E01001158,12,12,46.33333333
E01001159,11,10,36.4
E01001160,4,5,22
E01001161,7,7,19.28571429
E01001162,18,18,43.66666667
E01001163,12,9,54.55555556
E01001164,35,33,46.87878788
E01001165,10,8,40.375
E01001166,9,7,53
E01001167,7,4,79.25
E01001168,2,2,28.5
E01001169,0,0,NA
E01001170,12,12,32.41666667
E01001171,1,1,35
E01001172,3,3,20
E01001173,8,6,39.83333333
E01001174,4,4,37
E01001175,6,6,34.33333333
E01001176,6,5,32
E01001177,5,2,126
E01001178,8,7,82.85714286
E01001179,2,2,40
E01001180,4,4,13.5
E01001181,12,10,45.4
E01001182,5,4,26
E01001183,9,8,34.75
E01001184,0,0,NA
E01001185,2,2,46
E01001186,10,8,53.375
E01001187,3,3,41.33333333
E01001188,5,5,30
E01001189,0,0,NA
E01001190,4,2,49
E01001191,18,16,40.125
E01001192,8,7,42.42857143
E01001193,10,7,41.85714286
E01001194,4,3,41.66666667
E01001195,12,11,44.54545455
E01001196,30,23,56.39130435
E01001197,59,42,49.07142857
E01001198,20,19,72.42105263
E01001199,24,19,72.52631579
E01001200,31,27,63.55555556
E01001201,49,40,56.125
E01001202,44,40,43.875
E01001203,18,14,57.92857143
E01001204,9,4,75.5
E01001205,17,15,38.86666667
E01001206,1,1,32
E01001207,29,23,51.13043478
E01001208,8,6,70.83333333
E01001209,32,24,47.83333333
E01001210,5,4,70.25
E01001211,8,7,39.28571429
E01001212,8,7,62
E01001213,2,2,21.5
E01001214,0,0,NA
E01001215,3,2,68
E01001216,0,0,NA
E01001217,2,2,32.5
E01001218,3,3,27.33333333
E01001219,2,2,40
E01001220,5,3,50
E01001221,51,34,83.94117647
E01001222,31,25,56.84
E01001223,23,22,64.40909091
E01001224,11,11,40.45454545
E01001225,33,22,72.72727273
E01001226,15,6,101
E01001227,25,21,55.80952381
E01001228,49,36,72.5
E01001229,11,7,54.57142857
E01001230,9,8,49.625
E01001231,18,17,37
E01001232,6,5,28.4
E01001233,24,18,48.88888889
E01001234,35,24,67.5
E01001235,27,20,60.55
E01001236,19,16,67.5625
E01001237,17,13,53.23076923
E01001238,61,50,50.32
E01001239,31,26,47.38461538
E01001240,15,13,34.46153846
E01001241,57,32,85.40625
E01001242,20,22,42.04545455
E01001243,75,60,58.66666667
E01001244,61,48,52.45833333
E01001245,55,49,58.81632653
E01001246,30,34,46.97058824
E01001247,40,36,52.94444444
E01001248,16,11,49.18181818
E01001249,38,24,63.70833333
E01001250,23,15,62.86666667
E01001251,12,11,44.18181818
E01001252,14,14,38.57142857
E01001253,11,7,46.14285714
E01001254,23,18,36.94444444
E01001255,11,10,71.3
E01001257,3,3,49.66666667
E01001258,2,2,39.5
E01001259,6,4,50
E01001260,1,1,40
E01001261,0,0,NA
E01001262,2,3,15
E01001263,3,3,31.66666667
E01001264,0,0,NA
E01001265,5,4,53
E01001266,10,7,42.71428571
E01001267,4,7,19.57142857
E01001268,3,3,66.66666667
E01001269,0,0,NA
E01001270,1,1,19
E01001271,2,2,27.5
E01001272,3,3,29.33333333
E01001273,4,5,23
E01001274,20,15,46.33333333
E01001275,24,17,71.29411765
E01001276,12,5,73
E01001277,53,36,66.86111111
E01001278,34,24,45.875
E01001279,6,5,44.2
E01001280,2,2,27.5
E01001281,17,15,44.93333333
E01001282,12,8,45.875
E01001283,7,4,33.75
E01001284,12,9,34.33333333
E01001285,8,6,34.66666667
E01001286,4,3,44
E01001287,2,2,54
E01001288,18,12,43.58333333
E01001289,5,5,54.8
E01001290,9,8,42.75
E01001291,4,4,31.5
E01001292,0,0,NA
E01001293,3,3,42.66666667
E01001294,1,1,28
E01001295,0,0,NA
E01001296,0,0,NA
E01001297,2,2,41
E01001298,0,0,NA
E01001299,20,16,43
E01001300,27,17,54.64705882
E01001301,19,15,40.13333333
E01001302,37,33,44.57575758
E01001303,35,29,45.96551724
E01001304,14,9,50.66666667
E01001305,25,17,55.70588235
E01001306,22,18,44.66666667
E01001307,6,4,38.5
E01001308,15,6,76.83333333
E01001309,0,0,NA
E01001310,4,2,35.5
E01001311,0,0,NA
E01001312,4,3,63.66666667
E01001313,3,2,37.5
E01001314,5,4,43.75
E01001315,0,0,NA
E01001316,5,4,30.5
E01001317,1,0,Inf
E01001318,6,6,65.66666667
E01001319,3,3,20.66666667
E01001320,0,0,NA
E01001321,2,1,109
E01001322,3,2,20
E01001323,3,1,105
E01001324,1,1,70
E01001325,2,1,70
E01001326,4,4,58.75
E01001327,1,1,40
E01001328,1,1,60
E01001329,4,4,25.75
E01001330,1,3,75
E01001331,1,1,35
E01001332,1,1,20
E01001333,3,3,26.66666667
E01001334,0,0,NA
E01001335,0,0,NA
E01001336,2,2,23.5
E01001337,4,3,48.33333333
E01001338,1,0,Inf
E01001339,0,0,NA
E01001340,3,4,54.75
E01001341,1,0,Inf
E01001342,4,3,43
E01001343,7,6,67
E01001344,13,11,57.36363636
E01001345,2,2,51
E01001346,2,2,32.5
E01001347,10,3,195.3333333
E01001348,2,2,45
E01001349,12,7,43.28571429
E01001350,31,27,49.22222222
E01001351,24,22,49.13636364
E01001352,34,27,63.74074074
E01001353,30,24,51.375
E01001354,43,37,53.59459459
E01001355,37,31,53.32258065
E01001356,6,6,57
E01001357,22,19,62.21052632
E01001358,16,15,56.4
E01001359,1,1,28
E01001360,0,0,NA
E01001361,0,0,NA
E01001362,0,0,NA
E01001363,0,0,NA
E01001364,0,0,NA
E01001365,0,0,NA
E01001366,0,0,NA
E01001367,2,2,23.5
E01001368,0,0,NA
E01001369,0,0,NA
E01001370,1,1,26
E01001371,2,2,50
E01001372,10,8,25
E01001373,2,2,42.5
E01001374,54,43,73.86046512
E01001375,32,19,78.73684211
E01001376,29,21,39.57142857
E01001377,10,9,59.33333333
E01001379,23,20,62.45
E01001380,61,55,73.58181818
E01001381,61,60,52.3
E01001382,50,34,49.23529412
E01001383,16,16,40.1875
E01001384,14,11,63.45454545
E01001385,24,23,43.13043478
E01001386,23,21,57.04761905
E01001387,47,27,65.11111111
E01001388,30,15,60.06666667
E01001389,21,18,69.77777778
E01001390,30,22,48.59090909
E01001391,9,8,50.875
E01001392,20,13,45.92307692
E01001393,41,32,36.6875
E01001394,3,4,58.25
E01001395,2,1,74
E01001396,6,6,30.66666667
E01001397,4,2,55
E01001398,0,0,NA
E01001399,3,3,26.33333333
E01001400,0,0,NA
E01001401,2,2,44.5
E01001402,0,0,NA
E01001403,4,3,55
E01001404,1,1,19
E01001405,2,1,120
E01001406,5,3,56.33333333
E01001407,1,1,45
E01001408,4,4,29.75
E01001409,4,3,53.33333333
E01001410,1,1,30
E01001411,2,2,55
E01001412,2,2,77.5
E01001413,3,3,21.66666667
E01001414,0,0,NA
E01001415,11,35,22.28571429
E01001416,0,0,NA
E01001417,4,4,49.75
E01001418,6,15,28.66666667
E01001419,7,5,38.2
E01001420,4,2,33
E01001421,7,5,31.8
E01001422,13,12,59.25
E01001423,2,4,31.25
E01001424,0,0,NA
E01001425,4,1,183
E01001426,2,2,43
E01001427,0,0,NA
E01001428,0,0,NA
E01001429,4,3,37.33333333
E01001430,1,1,115
E01001431,1,1,60
E01001432,1,1,40
E01001433,2,1,16
E01001434,2,2,30
E01001435,0,0,NA
E01001436,5,3,20
E01001437,1,1,50
E01001438,0,0,NA
E01001439,4,3,30.66666667
E01001440,1,1,58
E01001441,5,3,31.66666667
E01001442,0,0,NA
E01001444,0,0,NA
E01001445,17,15,36
E01001446,1,1,17
E01001447,2,2,35.5
E01001448,3,3,32
E01001449,3,3,23.66666667
E01001450,23,15,78.66666667
E01001451,33,20,69.45
E01001452,2,2,29
E01001453,0,0,NA
E01001454,2,3,63.33333333
E01001455,1,0,Inf
E01001456,5,4,33.5
E01001457,3,3,40.33333333
E01001458,1,1,38
E01001459,1,1,55
E01001460,3,4,64.75
E01001461,13,8,49.5
E01001462,6,4,47.5
E01001463,0,0,NA
E01001464,18,15,58.53333333
E01001465,9,8,33.875
E01001466,11,7,34.28571429
E01001467,1,1,19
E01001468,1,1,40
E01001469,3,3,52.33333333
E01001470,1,1,27
E01001471,2,3,32.66666667
E01001472,4,4,26.75
E01001473,3,4,25.75
E01001474,6,6,39.16666667
E01001475,5,5,25.6
E01001476,12,6,48.83333333
E01001477,1,1,39
E01001478,1,1,28
E01001479,5,4,40
E01001480,1,1,140
E01001481,0,0,NA
E01001482,6,2,70
E01001483,1,1,30
E01001484,10,7,41.28571429
E01001485,4,4,24.5
E01001486,0,0,NA
E01001487,1,1,25
E01001488,5,4,77.75
E01001489,6,3,23.33333333
E01001491,7,6,35.83333333
E01001492,0,0,NA
E01001493,8,5,41
E01001494,5,5,28
E01001495,7,6,49.16666667
E01001496,0,0,NA
E01001497,13,6,42.83333333
E01001498,11,11,47.54545455
E01001499,3,3,36.66666667
E01001500,13,10,58
E01001501,18,14,42.35714286
E01001502,4,4,44.75
E01001503,3,3,38.33333333
E01001504,8,7,35.85714286
E01001505,6,4,68.75
E01001506,0,0,NA
E01001507,10,7,71.28571429
E01001508,7,5,33.6
E01001509,7,3,26.33333333
E01001510,3,2,8
E01001511,22,17,38.35294118
E01001512,4,4,27.25
E01001513,1,2,30
E01001514,2,2,65
E01001515,3,2,42.5
E01001516,5,5,62
E01001517,2,2,25.5
E01001518,0,0,NA
E01001519,7,7,50.71428571
E01001520,6,8,30.5
E01001521,10,8,40.875
E01001522,3,2,30
E01001523,4,4,34.75
E01001524,3,2,30
E01001525,5,5,58
E01001526,2,2,60.5
E01001527,16,11,36.09090909
E01001528,6,5,39.6
E01001529,1,0,Inf
E01001530,14,11,46.81818182
E01001531,10,8,39.25
E01001532,6,5,41.2
E01001533,1,1,50
E01001534,6,5,52.8
E01001535,11,11,39
E01001536,5,5,63.8
E01001537,0,0,NA
E01001538,0,0,NA
E01001539,3,3,59.66666667
E01001540,0,0,NA
E01001541,2,2,49
E01001542,3,3,36.66666667
E01001543,0,0,NA
E01001544,5,5,35.2
E01001545,3,3,31.66666667
E01001546,1,1,20
E01001547,6,6,21.16666667
E01001548,0,0,NA
E01001549,1,1,25
E01001550,1,0,Inf
E01001551,0,0,NA
E01001552,2,2,46.5
E01001553,2,2,24.5
E01001554,5,5,52.4
E01001555,1,1,35
E01001556,4,4,40
E01001557,0,0,NA
E01001558,2,2,32.5
E01001559,1,1,35
E01001560,1,0,Inf
E01001562,0,0,NA
E01001563,13,11,41.72727273
E01001564,3,3,25
E01001565,7,7,50
E01001566,4,3,37.33333333
E01001567,7,6,65.83333333
E01001568,5,5,55
E01001569,5,4,28.25
E01001570,4,2,65
E01001571,2,2,27.5
E01001572,19,12,35.41666667
E01001573,2,1,51
E01001574,9,6,28.83333333
E01001575,8,5,32.2
E01001576,12,7,22.57142857
E01001577,18,16,38.25
E01001578,21,17,46.70588235
E01001579,1,1,25
E01001580,21,17,65.88235294
E01001581,22,21,52.28571429
E01001582,22,19,60
E01001583,20,20,46.9
E01001584,10,8,53.625
E01001585,28,25,51.24
E01001586,24,22,45.54545455
E01001587,30,25,58.24
E01001588,10,5,58
E01001589,9,7,50
E01001590,24,22,38.63636364
E01001591,16,14,53.57142857
E01001592,23,19,44.42105263
E01001593,13,10,52.7
E01001594,12,11,45
E01001595,9,9,45
E01001596,5,5,24.6
E01001597,13,6,37.16666667
E01001598,6,3,35.66666667
E01001599,0,0,NA
E01001600,4,3,29
E01001601,11,7,29.42857143
E01001602,0,0,NA
E01001603,2,2,40
E01001604,4,4,68.75
E01001605,1,1,40
E01001606,1,4,35
E01001607,2,2,37.5
E01001608,4,4,37.75
E01001609,23,16,75.25
E01001610,8,9,41
E01001611,8,6,26.5
E01001613,6,6,30.83333333
E01001614,1,2,27.5
E01001615,29,23,53.95652174
E01001617,9,8,50.625
E01001618,5,5,41
E01001619,7,7,28.42857143
E01001620,3,3,64.66666667
E01001621,5,5,42
E01001623,6,5,33.8
E01001624,5,4,54.25
E01001625,2,2,37
E01001629,8,6,37.66666667
E01001631,0,0,NA
E01001632,5,5,37.8
E01001633,9,9,34.66666667
E01001634,3,3,20
E01001635,6,5,36
E01001636,5,2,63.5
E01001637,4,3,42.33333333
E01001638,18,15,51.86666667
E01001640,46,38,77.47368421
E01001641,50,41,64.48780488
E01001642,45,32,83
E01001644,55,48,56.79166667
E01001645,2,1,50
E01001646,15,12,46.16666667
E01001647,8,6,63.5
E01001648,5,4,35.25
E01001649,6,6,16.16666667
E01001650,6,6,33.33333333
E01001651,17,14,52.5
E01001652,6,7,83.42857143
E01001653,5,4,40
E01001654,1,1,25
E01001655,5,6,30.83333333
E01001656,15,13,30.92307692
E01001657,11,11,55.63636364
E01001658,3,3,46.33333333
E01001659,9,6,44.16666667
E01001660,2,2,19
E01001661,11,8,35.5
E01001662,101,81,75.13580247
E01001664,27,25,71.16
E01001665,85,47,61.29787234
E01001666,19,18,42.77777778
E01001667,175,140,58.57142857
E01001668,75,56,78.23214286
E01001669,1,1,20
E01001671,6,6,39.16666667
E01001672,11,6,56.66666667
E01001673,6,6,24.66666667
E01001674,7,6,46.5
E01001675,8,7,45.57142857
E01001676,7,8,19.625
E01001677,8,5,64
E01001678,2,3,20
E01001679,16,13,43.46153846
E01001680,5,4,36.25
E01001681,10,9,41.66666667
E01001682,8,8,34.375
E01001683,2,2,45
E01001684,8,7,42.85714286
E01001685,7,6,24.5
E01001686,15,12,56.91666667
E01001687,3,4,76.25
E01001688,10,8,40
E01001690,2,2,34
E01001692,1,1,40
E01001693,10,6,27.66666667
E01001694,22,15,28.4
E01001695,2,2,34.5
E01001696,17,12,60.25
E01001697,13,11,43.45454545
E01001698,6,6,44.16666667
E01001699,19,18,39.61111111
E01001700,7,7,93.14285714
E01001701,15,12,67.16666667
E01001702,7,3,23
E01001703,4,4,30.5
E01001704,15,12,35.66666667
E01001705,5,4,23.75
E01001706,12,11,40
E01001708,5,5,25.8
E01001709,12,11,41.27272727
E01001710,4,4,20.75
E01001711,28,23,39.26086957
E01001712,18,19,61.57894737
E01001713,2,2,30
E01001714,20,19,44.21052632
E01001715,36,35,38.8
E01001716,42,39,56.8974359
E01001717,31,26,57.11538462
E01001718,77,69,63.01449275
E01001719,15,15,57.66666667
E01001720,46,39,62.05128205
E01001722,54,45,51.51111111
E01001723,44,39,51.97435897
E01001724,72,60,54.4
E01001725,15,13,41
E01001726,10,8,50
E01001727,7,7,58.57142857
E01001728,10,9,55.66666667
E01001729,57,46,47.60869565
E01001730,38,35,48.17142857
E01001731,82,77,53.16883117
E01001732,45,39,53.05128205
E01001733,112,92,45.75
E01001734,49,45,51.77777778
E01001735,30,24,57.95833333
E01001736,72,63,49.28571429
E01001737,78,73,53.06849315
E01001738,61,56,59.51785714
E01001739,93,81,53.03703704
E01001740,37,30,51.96666667
E01001741,48,43,53.06976744
E01001742,83,70,50.24285714
E01001744,113,99,50.8989899
E01001745,78,70,54.94285714
E01001746,11,9,52.77777778
E01001747,95,85,58.94117647
E01001748,117,103,67.29126214
E01001749,89,78,64.53846154
E01001750,163,139,67.84892086
E01001751,84,75,77.32
E01001752,72,66,74.77272727
E01001753,60,57,64.49122807
E01001754,175,151,71.88741722
E01001755,70,61,64.26229508
E01001756,119,105,67.11428571
E01001757,23,22,59.45454545
E01001758,73,63,67.55555556
E01001759,94,80,56.975
E01001760,75,66,57.72727273
E01001761,100,83,59.06024096
E01001762,119,102,66.23529412
E01001763,94,85,64.91764706
E01001764,25,22,38.90909091
E01001765,27,21,41.04761905
E01001767,36,29,59.17241379
E01001768,48,44,54.43181818
E01001769,50,51,50.37254902
E01001770,79,65,51.13846154
E01001772,64,51,66.43137255
E01001773,100,96,55.51041667
E01001774,134,123,70.20325203
E01001775,79,74,58.12162162
E01001776,78,69,58.36231884
E01001777,154,129,80.89922481
E01001779,152,124,91.0483871
E01001780,141,111,103.2972973
E01001781,89,77,65.14285714
E01001782,120,106,81.08490566
E01001783,76,73,68.94520548
E01001784,103,72,101.4861111
E01001785,60,45,49.44444444
E01001786,25,21,60.61904762
E01001787,27,25,37.16
E01001788,23,18,60.83333333
E01001789,50,47,44.19148936
E01001790,16,17,37.94117647
E01001791,71,61,45.42622951
E01001792,80,61,50.29508197
E01001793,79,69,55.75362319
E01001794,60,56,51.32142857
E01001795,66,50,45.84
E01001796,67,50,48.16
E01001798,23,23,44.52173913
E01001799,22,19,43.78947368
E01001800,18,15,41.46666667
E01001801,21,20,44.7
E01001802,18,16,47.4375
E01001803,37,32,54.84375
E01001804,11,10,50.9
E01001805,67,58,54.70689655
E01001806,104,91,56.85714286
E01001807,27,25,41.08
E01001808,6,6,33.16666667
E01001809,14,13,47.15384615
E01001811,10,8,54.25
E01001812,24,19,61.21052632
E01001813,24,18,51.55555556
E01001814,11,10,43.7
E01001815,31,28,57.96428571
E01001816,78,66,65.8030303
E01001819,65,65,64.07692308
E01001820,64,59,53.6779661
E01001821,68,63,57.71428571
E01001822,40,36,39.47222222
E01001823,5,4,67.5
E01001824,8,8,48.25
E01001825,4,3,60.66666667
E01001826,3,3,48
E01001827,25,21,60.0952381
E01001828,39,32,76.3125
E01001829,108,88,55.31818182
E01001830,65,61,54.78688525
E01001831,66,54,58.2962963
E01001832,35,34,55.97058824
E01001833,74,66,51.03030303
E01001834,63,53,53.09433962
E01001835,75,65,60.75384615
E01001836,46,39,52.35897436
E01001837,85,64,59.734375
E01001838,38,29,57.55172414
E01001839,89,78,51.83333333
E01001840,47,40,58.675
E01001841,17,18,76.72222222
E01001842,39,35,60.17142857
E01001843,34,23,67.43478261
E01001844,40,38,59.31578947
E01001845,9,9,39
E01001846,42,36,55.02777778
E01001847,27,24,39.58333333
E01001848,48,45,48.15555556
E01001849,82,71,60.53521127
E01001850,10,9,54
E01001851,71,59,71.06779661
E01001852,106,82,86.2804878
E01001853,74,54,85.09259259
E01001854,70,68,92.69117647
E01001855,91,74,82.72972973
E01001856,49,40,76.675
E01001857,69,54,77.42592593
E01001858,84,65,70.58461538
E01001859,31,25,40.88
E01001860,60,54,52.22222222
E01001861,27,26,58.73076923
E01001862,71,59,62.86440678
E01001863,51,44,87.56818182
E01001864,55,45,59.13333333
E01001865,56,46,69.30434783
E01001866,104,81,81.87654321
E01001867,17,17,59.47058824
E01001868,62,48,72
E01001869,54,43,78.23255814
E01001870,87,57,76.66666667
E01001871,90,62,84.22580645
E01001872,63,48,73.60416667
E01001873,53,46,90.76086957
E01001874,173,136,73.72794118
E01001875,18,18,42.94444444
E01001876,27,25,44.4
E01001877,27,24,51.58333333
E01001878,25,22,41.54545455
E01001879,41,34,63.32352941
E01001880,31,22,90.45454545
E01001881,100,85,77.70588235
E01001882,85,73,68.4109589
E01001883,53,42,75
E01001884,73,60,76.2
E01001885,31,30,70.56666667
E01001886,27,24,58.83333333
E01001887,41,40,55.35
E01001888,56,47,65.93617021
E01001889,85,72,53.375
E01001890,81,67,62.04477612
E01001891,79,64,63.9375
E01001892,50,38,75.21052632
E01001893,36,35,48.17142857
E01001894,72,56,64.125
E01001895,60,55,70.8
E01001896,49,40,79.675
E01001897,110,89,87.43820225
E01001898,54,44,74.06818182
E01001899,41,29,87.5862069
E01001900,80,65,77.76923077
E01001901,96,86,73.08139535
E01001902,51,43,81.88372093
E01001903,98,100,83.2
E01001904,102,86,65.89534884
E01001905,94,78,69.91025641
E01001906,15,12,66.33333333
E01001907,42,30,113.2
E01001908,113,74,92.43243243
E01001909,74,56,70.66071429
E01001910,130,96,80.40625
E01001911,26,23,73
E01001912,58,43,81.27906977
E01001913,65,55,69.25454545
E01001914,158,102,91.88235294
E01001915,107,86,78.48837209
E01001916,18,16,61.125
E01001917,67,60,66.53333333
E01001918,46,34,74.94117647
E01001919,53,43,92.25581395
E01001920,96,88,72.26136364
E01001921,41,40,87.675
E01001922,113,100,78.91
E01001923,46,33,96.93939394
E01001924,59,50,82.96
E01001925,54,51,72.15686275
E01001926,31,32,82.84375
E01001927,58,50,72.6
E01001928,114,93,71.67741935
E01001929,38,35,71.22857143
E01001930,24,18,68.72222222
E01001931,50,52,57.21153846
E01001932,67,40,93.425
E01001933,62,51,68.8627451
E01001934,44,35,79.48571429
E01001935,62,60,63.6
E01001937,81,71,69.70422535
E01001938,44,43,86.27906977
E01001939,208,180,95.71111111
E01001940,35,31,56.77419355
E01001941,73,61,59.06557377
E01001942,79,61,62.19672131
E01001943,155,127,68.33858268
E01001944,29,26,94.69230769
E01001945,97,81,58.98765432
E01001946,59,51,67.62745098
E01001947,27,25,67.36
E01001948,61,53,78.32075472
E01001949,59,47,80.27659574
E01001950,60,52,69.65384615
E01001951,83,73,81.24657534
E01001952,48,43,85.30232558
E01001953,76,67,71.94029851
E01001954,61,48,66.625
E01001955,57,46,59.08695652
E01001956,45,34,56.97058824
E01001957,22,10,46
E01001958,5,5,33.8
E01001959,22,19,54.78947368
E01001960,80,71,67.08450704
E01001961,22,9,53.22222222
E01001962,30,26,31.15384615
E01001963,34,28,42.17857143
E01001964,39,30,55.96666667
E01001965,34,25,50.08
E01001966,18,16,39.5
E01001967,15,12,54.58333333
E01001968,31,27,48.40740741
E01001969,5,4,47.75
E01001970,11,8,42.25
E01001971,9,9,29.55555556
E01001972,15,10,68
E01001973,98,65,56.07692308
E01001974,25,20,49.5
E01001975,9,10,74.7
E01001976,8,9,40.11111111
E01001977,16,15,46.2
E01001978,2,2,47.5
E01001979,8,7,50.28571429
E01001980,18,13,27.15384615
E01001981,6,5,45
E01001982,24,17,44.88235294
E01001983,15,14,34.35714286
E01001984,33,27,62.81481481
E01001985,41,31,76.38709677
E01001986,34,27,51.48148148
E01001987,44,32,70.90625
E01001988,40,35,50.97142857
E01001989,25,24,47.45833333
E01001990,51,39,68.23076923
E01001991,29,26,49.96153846
E01001992,19,18,42.72222222
E01001993,19,13,58.84615385
E01001994,14,13,46.38461538
E01001995,11,12,40.33333333
E01001996,32,31,51.06451613
E01001997,34,29,58.17241379
E01001998,38,35,35
E01001999,84,65,41.32307692
E01002000,51,40,38.1
E01002001,37,37,37.08108108
E01002002,127,98,59.14285714
E01002003,42,36,41.38888889
E01002004,24,23,43.34782609
E01002005,45,34,62.91176471
E01002006,36,31,70.35483871
E01002007,31,23,63.17391304
E01002008,17,13,59.23076923
E01002009,43,38,62.78947368
E01002010,20,16,67.1875
E01002011,56,43,71.27906977
E01002013,26,20,44.65
E01002014,29,19,68.47368421
E01002015,24,18,58.16666667
E01002016,31,25,48.72
E01002017,31,26,74.61538462
E01002018,16,16,47.1875
E01002019,23,18,59.77777778
E01002020,11,9,52.11111111
E01002021,19,15,63.33333333
E01002022,24,19,59.31578947
E01002023,17,15,86.33333333
E01002024,27,21,54.95238095
E01002025,14,10,65
E01002026,10,8,36.875
E01002027,41,30,53.2
E01002028,31,28,65.89285714
E01002029,32,14,58
E01002030,22,18,37.44444444
E01002031,29,24,46.16666667
E01002032,11,9,49.77777778
E01002033,8,5,61
E01002034,7,6,31
E01002036,7,5,38.4
E01002037,9,7,22.57142857
E01002038,12,10,45.3
E01002039,7,5,42
E01002040,5,6,36
E01002041,4,4,56.5
E01002042,22,19,38.57894737
E01002043,9,8,59.375
E01002044,25,24,56.54166667
E01002045,17,16,37.5
E01002046,18,16,33.75
E01002047,28,26,39
E01002048,23,17,61.35294118
E01002049,11,13,30.30769231
E01002050,12,9,14.11111111
E01002051,33,26,27.61538462
E01002052,4,4,27.25
E01002053,18,18,41.11111111
E01002054,14,14,43.5
E01002055,6,6,43.5
E01002056,45,42,43.07142857
E01002057,35,29,41.75862069
E01002058,50,37,53.64864865
E01002059,49,38,50.65789474
E01002060,46,35,56.08571429
E01002061,34,27,54.2962963
E01002062,72,60,51.91666667
E01002063,23,19,66.31578947
E01002064,26,24,57.625
E01002065,24,20,68.55
E01002066,15,11,48.36363636
E01002067,19,16,89.4375
E01002068,52,41,43.24390244
E01002069,22,17,63.41176471
E01002070,32,30,49.63333333
E01002071,33,28,40.5
E01002072,45,34,47.20588235
E01002073,18,16,48.25
E01002074,15,11,57.45454545
E01002075,4,4,67.5
E01002076,5,5,26.4
E01002077,7,5,71.2
E01002078,13,10,41.1
E01002079,11,10,40.3
E01002080,95,90,53.33333333
E01002081,8,8,30.625
E01002082,4,5,33.6
E01002083,52,40,57.8
E01002084,30,26,43.15384615
E01002085,23,21,41.61904762
E01002086,44,40,33.6
E01002087,29,26,40
E01002088,20,19,49
E01002089,12,10,32
E01002090,5,5,29.4
E01002091,3,2,26
E01002092,9,7,39.71428571
E01002093,9,8,27.25
E01002094,8,3,31.66666667
E01002095,15,10,41.6
E01002096,10,10,35.7
E01002097,0,0,NA
E01002098,32,20,53.3
E01002099,7,6,34
E01002100,3,3,51
E01002101,13,12,50
E01002102,16,14,50.78571429
E01002103,24,15,40.46666667
E01002104,7,7,28.42857143
E01002105,16,13,47.53846154
E01002106,12,12,70.16666667
E01002107,2,3,20
E01002108,0,0,NA
E01002109,7,7,36.28571429
E01002110,0,0,NA
E01002111,1,2,62.5
E01002112,10,9,65.44444444
E01002113,4,3,53.66666667
E01002114,8,6,38.33333333
E01002115,2,3,36.66666667
E01002116,6,3,61.33333333
E01002117,9,10,41.6
E01002118,14,6,125
E01002119,7,7,42.71428571
E01002120,0,0,NA
E01002121,2,2,47.5
E01002122,5,5,32.8
E01002123,1,2,9
E01002124,0,0,NA
E01002125,2,2,28.5
E01002126,8,6,50.83333333
E01002127,2,2,87.5
E01002128,8,10,23.7
E01002129,23,19,71.84210526
E01002130,27,17,269.2352941
E01002131,0,0,NA
E01002132,10,8,53.125
E01002133,21,17,70
E01002134,1,1,50
E01002135,17,11,53.90909091
E01002136,8,8,39.75
E01002137,13,8,69.625
E01002138,9,9,48.88888889
